order_id,product_id,add_to_cart_order,reordered
2012111,12341,3,1
3285741,47209,1,1
771767,5258,1,1
2019652,47500,3,0
2846682,24489,15,1
2875859,24852,1,1
1281807,42265,7,0
1370330,12206,2,0
1929886,39262,7,0
1350415,22035,9,1
179833,32141,4,0
659687,34126,6,1
860226,11365,8,1
2431028,18272,15,1
791932,10814,11,1
181673,40545,15,0
1018919,10749,12,1
1372492,39055,14,1
276490,40706,7,1
3179900,45594,13,0
2394613,44319,29,0
1450017,17252,16,0
1435041,43295,24,1
1132567,46642,5,1
566062,24413,22,1
3255536,41273,11,1
2021883,18370,5,1
366287,6184,4,1
791768,28918,2,1
2138528,13819,3,1
1374911,27086,11,1
1062203,4796,17,1
1851912,12719,17,0
3265134,29328,3,0
1753171,28427,15,0
850135,37144,17,1
3318901,48679,1,1
2476388,36606,7,1
724937,16813,4,1
357955,5876,6,1
798655,44422,9,1
651990,48726,6,0
860106,22414,7,0
438213,47766,26,1
797620,12099,9,1
2973581,15693,1,1
1420013,14042,5,1
1251915,40604,4,1
2466774,35535,2,1
2524205,17758,5,1
712893,22828,6,0
1857710,21267,1,1
1585054,15623,10,0
1410549,49235,2,1
28938,49267,5,0
1794209,34862,6,0
2421530,8424,11,0
2348705,31717,8,0
1637261,40706,30,0
1087997,2108,6,1
585307,12127,22,1
2625189,24221,23,1
1725775,5791,6,0
651397,5883,15,1
2979159,45806,4,1
163567,10749,6,1
1891695,23375,7,0
1276444,44359,24,1
1157365,27104,2,1
2792890,35406,8,1
416130,12456,3,1
54767,12572,4,1
1334711,22935,4,1
2375912,16001,25,0
2452458,33731,1,0
3132076,38944,6,1
2217692,40028,3,1
1142665,13733,9,1
3300433,6873,7,0
3170308,21174,22,1
2195750,29919,21,0
2459680,36865,32,1
1533104,21903,9,1
2997224,41767,5,1
1519452,14462,7,0
3079145,47766,7,1
191394,28289,5,1
391267,44142,9,0
1652950,27104,1,0
3349166,6586,5,0
2827109,33257,8,1
2027216,42972,2,1
229087,31506,2,1
3202714,24573,6,0
766538,33129,4,1
1473002,42768,13,0
2983649,13575,4,1
479075,10761,5,1
2886447,11800,22,0
2040025,3198,11,1
1404611,42659,1,0
3276452,30440,4,0
2182285,18880,3,0
1274004,27966,1,1
1614020,34969,8,0
266648,2748,4,1
2144936,31717,9,1
2038405,8192,3,1
860233,47209,3,1
1774593,20113,9,0
386397,23322,5,1
2281108,40571,2,1
1753982,19678,4,0
395852,23165,5,1
1625233,31433,2,0
284838,36313,9,1
348610,23734,1,0
2575107,33243,4,0
2037365,46496,2,1
3307106,2966,5,1
245581,39428,20,0
740649,11996,6,1
3105551,43867,11,1
2657675,45054,2,1
1975426,32211,3,1
922852,49139,11,0
18665,26456,8,0
1372970,42736,2,1
352915,41220,6,0
3297459,28990,2,1
1039057,16349,9,1
729435,27336,22,0
830757,2846,6,0
1558919,33647,5,1
310376,30765,3,1
808241,47630,3,1
1678930,39719,5,1
395950,13619,6,0
2974206,28204,6,1
1786421,24852,8,1
3289985,24099,33,1
2341863,7522,3,1
2626555,36735,10,0
2379906,26384,3,1
1934227,7503,8,0
104679,7054,11,0
3068288,8412,1,1
1205994,2295,11,1
706757,24852,5,1
548133,4833,14,0
3259997,10151,1,1
2069538,6740,14,1
1489278,30265,3,0
1882934,20345,12,1
318864,22124,8,0
1860088,46473,19,0
810784,21246,16,0
973885,9825,6,1
1733351,42471,18,0
2477751,4962,7,1
2788012,2639,12,1
2101089,11699,16,0
2867644,36164,7,0
1327168,28204,9,0
44425,28985,3,0
898689,48679,3,1
2812977,7480,3,0
404649,37528,5,0
1739814,15906,6,0
2209099,18689,1,0
1154415,969,3,1
1216548,20280,6,1
2087329,48848,6,0
3078819,6652,5,0
3132946,4066,11,0
2198070,43005,7,1
2263067,15330,4,0
1517195,36011,4,0
3171602,22890,2,1
1840643,34259,7,1
746850,40214,2,0
2137410,41220,11,0
1167684,397,6,0
249593,2716,10,0
578384,1819,9,1
527015,5210,4,1
323426,32585,16,1
1278776,38481,20,0
2013972,18988,1,0
364223,1158,2,1
1573228,27344,2,1
2863508,33342,9,0
2487940,12395,7,1
2906789,44786,4,1
390237,21195,2,0
1997299,25653,3,0
292195,38164,10,0
6288,22142,4,1
1836618,43122,3,1
3057003,25307,4,0
595634,5373,4,0
2843612,5475,4,0
3257563,43845,2,1
3243052,2540,21,0
3183604,12271,29,0
1580958,45884,7,1
618333,43394,1,1
3291491,27437,10,0
2925886,18531,2,0
2250505,31664,6,1
1570781,4329,1,1
2125721,42828,8,0
2578272,31040,2,0
915074,21903,10,1
1609848,32035,3,0
2563905,13512,5,1
412419,34969,18,1
3019286,16997,8,0
3242516,31681,29,0
557995,13225,10,1
3161690,5621,16,0
1518819,21197,4,0
716788,15700,18,1
1149071,8174,11,1
2977201,37956,6,1
1563579,30391,8,1
2693635,48577,4,1
2030766,33623,15,0
1350650,49247,8,1
221316,47734,8,0
1645371,5428,3,1
3326230,7173,22,1
2002935,34234,5,1
600334,12409,10,0
2201106,19213,5,1
1771637,31717,4,1
2630220,39430,28,0
794496,24561,3,1
3401858,890,1,1
981609,2361,3,0
3340975,43875,5,1
2962510,47553,4,1
2676915,24838,1,1
431579,31506,7,0
2456070,21053,6,1
324250,24852,1,1
1098108,4605,6,0
498822,33572,1,1
3218812,31506,1,0
709845,42193,5,0
698978,27744,14,1
286255,18465,3,1
2905466,5460,7,1
995020,16759,25,1
468146,20995,4,1
2603738,25340,10,0
2204337,29112,12,1
694351,8518,3,1
1043473,19261,12,0
1994067,4029,7,1
590026,13629,15,1
894311,23451,23,0
818401,7781,8,1
1394290,35951,2,1
3304890,25305,5,1
1009491,45604,16,1
533210,278,9,0
1898671,33120,1,1
2092755,5588,24,0
1961766,16349,15,0
220458,41844,4,1
2273001,8277,3,0
1119172,36865,2,1
1204243,21903,2,1
250606,22474,10,0
2975390,41950,7,1
576006,8277,8,1
2238975,47209,12,1
3396382,44359,10,0
1768272,45007,8,0
2081887,35951,2,1
2086031,24852,1,1
3142463,12324,11,1
3400417,41618,1,0
3413609,42191,5,0
2694011,24852,4,1
558858,42342,43,0
3193277,20118,17,1
2514358,36149,6,0
1784420,41220,2,1
1628501,31730,8,1
3195585,890,11,0
2872870,43961,15,1
817579,7206,3,0
1573631,33198,3,0
2689808,10342,7,1
3189818,21386,4,1
3054790,32429,10,1
2555313,35042,6,1
367593,34861,2,0
196725,35050,1,1
3040715,46307,6,1
2618383,30962,1,0
3387053,21462,9,0
3157092,29487,17,1
164375,26148,2,1
884244,34987,4,1
2202095,30252,6,1
2947927,46941,4,1
2260809,22089,1,0
3165842,42768,3,1
2811194,31404,39,0
3036109,49235,14,0
2366478,47008,22,0
2390961,29125,3,1
714680,28993,6,0
1641000,13733,14,0
2537955,29487,8,1
1406650,47402,4,0
2328141,13176,3,0
1993441,13176,1,1
1985448,30489,2,1
2039158,43509,16,1
3267647,41610,27,0
1586968,23178,7,1
2273659,19057,15,1
2477057,36574,3,0
1470642,28993,5,0
1061460,4086,9,1
1858892,45066,14,1
494534,3188,10,1
2731239,27458,9,1
1252021,39247,22,1
883877,12000,23,1
2928280,1911,1,0
2715906,11520,13,0
1612393,17100,2,0
75383,33000,2,1
1979628,651,2,1
1124667,48639,10,0
449128,11520,5,1
3295098,10673,5,0
3322351,32478,6,0
2357810,17834,5,0
2055762,9829,1,1
279160,27887,3,1
2453690,34503,2,1
522162,35992,1,0
915883,2707,2,1
1793209,13083,2,1
3093034,11452,2,1
2496941,18370,7,1
642513,4605,7,1
284221,44683,1,1
1371306,32139,3,0
2379635,39475,5,1
1972950,9385,1,0
3269581,15392,9,1
2805268,34466,4,0
2405296,28985,4,1
2951012,26369,7,0
1443486,10315,15,0
1035967,12738,45,1
3044147,7781,22,1
1417517,13176,4,1
1737116,26717,5,1
1949971,27845,7,1
2358250,24852,2,1
2931878,28570,1,1
467250,27966,8,1
3358649,24535,7,0
299456,8053,12,1
2399791,31406,2,0
981733,24852,2,1
1003219,25072,12,0
333761,45374,3,1
682819,36905,20,0
1542507,28814,6,0
1872083,327,1,0
1421755,17794,3,1
1958468,6101,8,0
2030753,47866,4,1
18310,13424,3,0
3266705,42702,13,0
1309740,19711,4,1
1010914,27521,4,1
199127,21903,14,1
2531802,7175,1,1
2452735,4837,14,1
917671,14992,29,0
2711478,38890,4,1
1398944,42701,30,1
535509,15498,12,1
3321314,21137,9,0
627867,25824,14,1
1160584,7026,10,0
2192253,14634,12,0
757318,12075,14,0
3394389,24852,1,1
1145440,34243,12,1
2859282,2314,6,0
892099,35522,6,0
2287576,5785,19,1
159782,42768,5,1
3272696,41177,26,1
850258,42701,18,1
1580750,44632,8,0
1361259,5818,3,1
3257176,24838,7,1
2932991,27608,22,1
748167,7095,1,0
2437843,41950,10,0
3045467,30776,10,0
2254235,27288,14,0
356045,8195,11,0
1694675,49520,7,1
1561842,44661,4,1
2435158,21572,2,1
674592,43713,9,0
2218906,43129,12,0
881060,37778,10,0
1906575,13176,10,1
2682575,27104,11,0
562493,26790,3,1
1680946,30696,7,1
735111,15989,8,0
2827192,9741,14,0
2349833,1831,12,0
947223,7622,3,0
2844447,23612,5,0
1658211,16057,4,0
3217971,25647,2,1
3027350,30450,15,0
1826225,5069,1,0
394193,20580,9,0
2597156,41319,10,0
2982054,17321,10,1
3254053,17224,11,1
1767802,19189,5,1
249992,2120,11,0
2074281,29447,8,1
160581,10644,13,0
46808,47209,1,1
2872346,32700,40,0
3399878,15902,21,0
2677991,16594,12,0
3009799,14904,10,0
1429667,45646,6,0
415120,24852,3,1
1406596,4799,7,1
114981,45603,11,1
2672938,16464,6,1
2006269,29874,1,1
2812611,28199,7,0
3050113,38558,2,1
2655880,45763,21,1
730094,26209,3,1
1360303,22825,1,1
948971,2562,12,1
2503146,6646,6,1
1080158,3464,11,0
1604153,33129,5,1
1206817,21903,8,1
3231524,8574,12,0
43329,19511,23,1
1252637,10761,2,1
1040617,23594,9,0
1458740,44632,7,1
985720,4920,5,1
2979400,27845,2,1
222043,48335,24,1
140571,42404,6,0
1353327,16014,8,1
569023,8174,11,1
2634876,26131,3,1
1905197,43154,5,1
2933186,15084,18,0
2377708,32689,1,1
1848346,3298,9,0
1921676,16797,17,1
1911436,21775,8,0
1663189,41131,6,0
505962,22950,2,0
185011,15649,19,1
1085052,5025,32,0
944966,46473,9,1
2407713,30305,7,1
2611689,7585,14,1
1618574,5918,17,1
828201,11777,8,1
1431263,22035,3,1
20856,21295,1,1
1977831,9422,6,1
1582998,4210,2,1
589565,17791,9,0
180352,26323,40,1
1914343,36624,1,1
364196,34243,12,1
2632406,42342,12,0
1818592,33230,11,1
807122,26216,19,0
2400459,28934,10,0
465229,43961,16,1
1784879,36736,37,0
389705,12258,3,1
2109858,15780,23,1
2315064,24830,23,1
2217520,20735,13,0
3072734,27945,3,1
1911000,20710,5,0
365709,33731,11,1
2677103,30489,3,0
500214,162,4,0
1455323,19678,3,0
12850,22029,7,0
481165,30391,5,1
2647480,31506,16,0
649860,40709,1,0
2574871,43571,3,1
647637,30411,7,1
721472,33401,2,0
750161,45603,13,0
1366792,24852,8,1
1987310,25659,20,0
1272572,12341,5,1
140789,18352,11,1
82963,32030,5,1
342330,47209,6,1
2334963,12258,7,0
1731547,27530,5,0
262738,27599,7,0
712792,4889,5,0
2684308,37800,12,1
77468,18993,11,0
1112429,277,5,1
1163195,34234,8,1
1698153,47626,4,1
1674087,39719,3,1
3162839,35993,13,1
69946,21560,5,0
3025986,9262,7,0
2740358,44717,17,0
2020446,45066,11,0
2722911,21709,6,1
2919553,28155,3,0
1939879,28199,8,1
2842677,10423,11,0
1082167,22081,5,0
2940522,22115,4,0
1116200,5258,3,0
2008223,39927,8,0
1589290,19049,6,1
2551624,19954,5,0
1269444,7067,2,1
2592218,11865,7,1
1878350,28226,2,1
2948039,16759,17,0
1075785,47766,1,1
587006,25787,15,1
1077738,27966,8,0
1935211,10314,1,1
1592358,40529,5,1
2901337,47209,2,1
3034938,39491,1,1
489478,12341,11,0
1588347,39657,3,1
2322630,34497,9,0
837794,16797,1,1
16070,1940,6,0
1447473,13176,6,1
2578903,23909,7,0
1594199,47766,4,0
790981,8193,7,1
1716356,1804,37,0
812472,33990,10,0
890010,26882,1,1
2983529,14320,2,0
363655,46521,6,1
503765,31651,2,1
2810382,17725,4,0
1445361,25890,5,1
1127976,39928,10,1
2791203,11259,2,0
2670783,40396,16,1
2335179,16174,8,1
464717,39275,4,1
1439616,4562,1,1
1373682,2228,1,1
1792460,49383,2,1
1970570,36316,13,1
414646,38200,9,0
1311205,18926,5,0
651502,24320,25,0
355899,45007,2,1
977442,32940,6,0
1914831,42265,2,1
1523378,2707,1,0
102104,2081,6,1
59048,36923,1,1
196925,38664,2,1
1233575,41220,9,1
253233,26604,3,0
2145031,340,11,1
1312209,8670,15,1
1109299,38456,9,0
2128264,14947,3,1
2026386,22963,5,1
2792807,39121,1,1
998489,21137,3,1
1124288,2962,4,1
1561102,40926,7,0
2852975,28465,9,1
2018091,15273,5,1
590253,22091,1,0
2394780,25938,5,1
1966778,38159,8,1
736448,30489,10,1
1157226,32717,8,0
2478962,36316,5,1
1489754,21903,8,1
3066509,35561,6,1
2849623,48015,4,1
3015329,46632,1,1
2635169,13176,3,1
276585,10894,3,1
675001,43631,39,1
2160503,38012,1,0
604798,49037,4,0
2695400,31125,6,1
1216125,11512,15,0
2552126,42443,2,1
