,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
219188,2298841,13242,prior,2,4,10,30.0
1923720,2441126,115540,prior,3,3,21,3.0
1048954,1424698,63122,prior,27,4,15,7.0
3233365,406487,194904,prior,9,1,7,9.0
1402839,1696899,84288,prior,12,3,13,5.0
2888119,2291774,174269,prior,3,3,15,16.0
2648985,1268865,159472,prior,19,4,14,6.0
2992819,1189313,180560,prior,32,0,11,6.0
92489,1346179,5598,prior,4,2,15,26.0
2340230,2522944,140893,prior,6,0,10,30.0
452710,649651,27258,prior,63,1,13,5.0
422526,1028212,25409,prior,56,3,17,5.0
2435948,1967030,146571,prior,23,1,12,14.0
1524177,1189177,91580,prior,4,0,16,30.0
3318947,1760562,200042,prior,20,1,16,6.0
491874,667642,29668,prior,15,2,11,4.0
1211416,823228,72834,train,4,4,19,30.0
1198140,988297,72009,prior,6,1,16,12.0
1523096,461663,91513,prior,16,1,14,30.0
553748,857577,33390,prior,5,4,19,6.0
2810306,1290845,169570,prior,14,6,15,4.0
1097084,1357954,66097,prior,14,1,7,9.0
2027149,545631,121770,prior,43,6,11,13.0
506974,2927107,30595,prior,12,6,13,5.0
3267553,388937,196952,prior,6,6,11,6.0
2836870,1639529,171196,prior,14,2,21,3.0
103361,1019271,6263,prior,3,0,15,16.0
1869459,383949,112213,prior,6,4,13,30.0
2850982,1357776,172027,prior,7,0,8,13.0
2746069,2231569,165462,prior,3,0,11,21.0
408081,2718051,24565,prior,48,2,7,7.0
2610880,3109495,157179,prior,4,4,14,6.0
2715132,830730,163534,prior,45,4,13,2.0
703407,2939168,42373,prior,8,1,18,11.0
2376742,1355279,143039,prior,56,4,16,7.0
212916,1006254,12867,prior,14,2,6,4.0
1163324,390171,69922,prior,42,2,17,3.0
1664932,1869509,99951,prior,6,4,12,13.0
1570738,1995804,94351,prior,13,0,12,30.0
2716412,2477760,163626,prior,6,2,11,7.0
2443337,2922541,147039,prior,15,0,19,13.0
612348,2750299,36927,prior,2,6,16,12.0
911387,1516226,54729,prior,17,5,9,5.0
1466159,1635072,88124,prior,12,6,19,20.0
2109437,3111222,126862,prior,28,6,13,13.0
2852420,2496202,172097,prior,15,6,17,3.0
736506,215644,44329,prior,2,4,22,3.0
1506819,1831480,90540,train,4,5,9,22.0
94762,1437071,5731,prior,34,2,18,4.0
630264,2376586,37971,prior,33,1,10,6.0
1735984,6276,104238,prior,5,1,12,9.0
870745,1892015,52334,prior,7,4,16,1.0
1791980,3173,107632,prior,6,2,8,10.0
1622089,1432826,97407,prior,11,5,16,21.0
1132067,865937,68067,prior,10,4,10,6.0
1229225,2116972,73869,prior,4,2,15,30.0
1953483,1429455,117287,prior,12,0,14,8.0
1785560,2102564,107232,prior,61,2,9,1.0
2367780,3355424,142518,prior,13,6,9,7.0
2770557,448524,167028,prior,33,3,17,6.0
63099,2830141,3897,prior,5,1,14,10.0
1220748,1838787,73399,prior,3,0,16,5.0
978788,2972782,58843,prior,14,0,15,2.0
1242117,496986,74680,prior,99,0,10,3.0
269786,1315657,16318,prior,3,6,15,30.0
2368083,2702231,142538,prior,9,2,14,1.0
1467996,2297147,88236,prior,9,5,14,3.0
444814,2660615,26760,prior,45,1,10,6.0
2596898,2864342,156339,prior,4,5,14,30.0
846188,158457,50843,prior,10,4,12,8.0
795530,1863336,47838,prior,2,3,7,9.0
2619152,2159299,157676,prior,33,3,12,3.0
1573021,1558674,94499,prior,28,6,20,2.0
1467880,626502,88228,prior,7,5,15,30.0
2715128,495973,163534,prior,41,0,17,5.0
3062109,1905291,184699,prior,8,3,18,17.0
1515508,2854809,91090,prior,8,4,14,2.0
83297,3260795,5101,prior,4,2,13,5.0
3119565,2119191,188078,prior,31,3,10,9.0
79357,2441216,4839,prior,41,6,18,30.0
1909114,2302954,114635,prior,7,5,13,18.0
423722,3211480,25460,prior,23,1,19,12.0
2735906,2315529,164855,prior,14,5,22,6.0
892455,1890485,53613,prior,7,4,12,3.0
254625,1032148,15440,prior,2,0,12,22.0
771595,2368465,46347,prior,18,4,18,21.0
696802,1285393,41996,prior,96,5,14,0.0
1095750,2924906,66024,prior,31,0,14,0.0
2727902,3004306,164339,prior,5,1,17,14.0
662612,2515021,39914,prior,9,0,13,7.0
2680085,1563165,161390,prior,36,4,11,0.0
1000206,1901773,60089,prior,3,4,13,11.0
1413246,805754,84916,prior,5,5,11,2.0
2902915,2650533,175167,prior,10,0,8,5.0
2600264,1711082,156526,prior,3,4,18,25.0
25286,2376974,1563,prior,27,0,12,4.0
2208802,513980,133036,prior,9,0,10,5.0
3193226,1954051,192541,prior,3,5,21,8.0
1201069,3070119,72190,prior,5,3,10,7.0
3386144,3228697,204074,prior,20,3,10,29.0
1832068,2095808,110023,train,29,0,10,2.0
2043105,1497406,122778,prior,7,2,14,16.0
1679458,386318,100820,prior,7,0,0,30.0
97861,2304372,5927,prior,12,0,18,4.0
3195691,705397,192690,prior,10,1,18,8.0
1741875,1346699,104584,prior,18,1,8,21.0
3193507,1868101,192558,prior,22,2,21,5.0
2688775,2128499,161935,prior,23,2,16,16.0
1483800,2963388,89196,prior,11,6,15,16.0
1395974,2615055,83915,prior,13,4,15,7.0
1771302,1449873,106355,prior,35,6,19,7.0
1775288,1979906,106592,prior,5,3,13,4.0
1515870,2845062,91119,prior,3,0,3,22.0
2423499,2654171,145822,prior,63,1,17,7.0
2499881,172120,150480,prior,4,3,9,0.0
2849911,3107608,171954,prior,8,4,19,4.0
302736,153048,18295,prior,9,0,8,20.0
3015461,1450628,181970,prior,63,4,12,1.0
3098893,3196856,186870,prior,2,0,17,8.0
1772023,1927202,106405,prior,6,2,9,6.0
575159,1656062,34628,prior,58,3,22,1.0
1906403,550033,114458,prior,2,3,11,7.0
2772513,1658398,167147,prior,33,4,17,6.0
918034,3355756,55091,prior,2,1,15,9.0
2575324,1881695,154976,train,9,5,12,7.0
381078,2973461,22927,prior,8,4,15,5.0
3380873,3104442,203748,prior,27,5,15,0.0
1653934,652262,99299,prior,49,0,9,3.0
2369307,1545902,142615,prior,9,0,9,30.0
778871,829523,46818,prior,7,0,21,9.0
739060,1971882,44494,prior,75,5,13,3.0
1148019,1611269,69018,prior,4,5,8,20.0
1678634,816822,100770,prior,8,0,14,9.0
3056291,1295226,184353,prior,26,3,16,6.0
863017,1925895,51859,prior,4,0,16,7.0
68573,2897315,4246,prior,19,6,13,21.0
1466840,1627726,88154,prior,12,1,9,7.0
2165092,1742596,130260,prior,44,5,13,4.0
615222,627209,37093,prior,17,5,12,7.0
1944499,1393271,116768,prior,24,1,19,1.0
225066,2122431,13607,prior,24,0,20,4.0
2166302,3245593,130330,prior,15,4,17,3.0
1228661,3123661,73832,prior,51,3,16,5.0
992301,2556037,59629,prior,8,1,14,13.0
2108569,866743,126810,prior,42,2,11,3.0
1588657,2854398,95393,prior,4,5,10,1.0
38886,1033779,2403,prior,8,0,9,20.0
1114696,1292112,67053,prior,8,5,8,8.0
3351862,312157,202044,prior,3,0,16,30.0
1233194,291182,74113,test,6,3,21,28.0
1941867,2951113,116599,prior,4,0,7,6.0
3070762,1708270,185212,prior,21,4,8,4.0
2266476,273206,136481,prior,8,3,16,30.0
2607789,1798873,156980,prior,15,0,16,7.0
1177463,208663,70773,prior,20,2,16,11.0
934112,1363204,56022,prior,74,0,10,6.0
1960165,1736064,117694,test,24,0,21,4.0
37916,913625,2347,prior,2,4,16,7.0
3256708,977172,196282,prior,16,1,9,4.0
2063013,698770,124035,prior,26,4,13,9.0
2191336,1466125,131933,prior,20,2,13,1.0
3160747,2713873,190561,prior,15,6,21,10.0
2638160,1800822,158833,prior,12,2,11,5.0
1416234,2665130,85086,prior,2,1,10,0.0
1450251,2473297,87130,prior,62,3,18,7.0
2971167,1093694,179323,prior,7,2,13,7.0
247552,1929613,14965,test,12,5,18,17.0
1578038,314856,94763,prior,9,1,14,0.0
2284916,2521248,137626,prior,42,6,14,5.0
324853,3313880,19667,prior,2,5,13,0.0
948462,678226,56892,prior,3,2,20,6.0
1033089,1205932,62153,prior,10,0,18,12.0
2678678,2882947,161310,prior,7,2,9,6.0
2821457,1759102,170232,prior,12,0,20,10.0
67682,3322,4199,prior,5,0,10,3.0
1483282,1594441,89156,prior,2,1,18,20.0
750254,445742,45148,prior,3,5,12,30.0
1341734,2148955,80613,prior,15,0,12,2.0
3352871,2136091,202101,prior,10,0,22,5.0
1012346,1168227,60816,prior,37,3,10,2.0
1045823,3360418,62945,prior,16,4,9,14.0
96640,1787589,5849,train,9,4,15,2.0
2463985,1628684,148290,prior,42,6,8,10.0
2998455,2355453,180912,prior,9,3,14,6.0
1365564,1279982,82063,prior,10,3,9,11.0
611517,2556646,36872,prior,21,2,11,9.0
2603694,1600879,156729,prior,36,6,13,4.0
673507,2283643,40614,prior,9,3,18,1.0
37332,910959,2307,prior,95,5,18,1.0
2411445,1254184,145106,prior,98,3,16,4.0
155900,2418888,9376,prior,3,5,18,4.0
2668320,1972342,160620,prior,14,0,13,7.0
1209903,284905,72744,prior,39,3,16,7.0
1140000,489972,68502,prior,3,4,20,6.0
171853,2806310,10378,prior,34,5,13,5.0
3315813,2001579,199885,prior,21,4,18,2.0
50793,2475219,3165,prior,2,1,9,30.0
276871,174384,16725,prior,58,2,14,3.0
1749649,1882465,105033,prior,11,2,17,3.0
2732829,1206240,164689,train,6,1,16,29.0
1548915,1694604,93049,prior,3,1,21,10.0
1453368,2839144,87316,prior,2,1,11,21.0
3295552,1802838,198603,train,23,5,11,23.0
563476,1974838,33947,prior,36,1,13,7.0
2970927,716694,179310,prior,62,3,9,2.0
1056141,65961,63597,prior,2,4,0,9.0
1104981,2759995,66503,train,10,0,16,22.0
549189,412145,33104,prior,31,4,16,3.0
2502042,1454407,150626,prior,19,5,15,19.0
405422,385747,24391,prior,68,3,11,1.0
1315238,1537397,79047,prior,62,4,17,0.0
511260,3057603,30836,prior,13,2,7,3.0
926969,3012784,55624,prior,21,5,10,5.0
652982,2395022,39313,prior,16,0,23,17.0
2756358,3098303,166121,train,14,0,11,6.0
1731423,3405776,103942,train,9,3,10,23.0
2697977,1932919,162490,test,13,0,16,30.0
2464581,665188,148327,prior,4,2,19,5.0
903708,253752,54279,prior,21,1,9,14.0
3003509,2742295,181213,train,8,3,15,27.0
1324136,1390609,79549,prior,60,3,11,3.0
2151766,581213,129438,prior,5,6,18,23.0
437825,3233721,26316,test,4,1,14,17.0
690392,1936426,41613,prior,12,4,21,3.0
2006086,1101002,120545,prior,2,0,10,7.0
295440,2934501,17887,prior,21,6,15,11.0
2081015,3008743,125133,prior,6,1,17,11.0
1142218,1966129,68659,prior,2,2,8,8.0
1191921,484402,71660,prior,13,0,14,30.0
3334512,1687995,201017,prior,23,3,11,2.0
3239589,2879042,195274,prior,10,1,14,6.0
1949007,453312,117028,prior,4,3,12,30.0
1487522,2760295,89411,prior,32,3,13,4.0
3101861,1825928,187046,prior,70,1,17,4.0
2760462,2758400,166390,prior,4,0,0,6.0
2764872,1092472,166673,prior,7,2,13,9.0
947993,1500944,56872,prior,4,0,10,30.0
3389561,1192967,204295,prior,11,6,15,10.0
2368353,2723114,142560,prior,2,1,9,8.0
2597860,1055497,156389,prior,18,3,13,5.0
287271,1304752,17375,prior,7,2,20,14.0
1503140,2450116,90322,prior,31,4,18,6.0
589767,647273,35528,prior,65,3,11,3.0
1010503,2463249,60717,prior,9,5,16,13.0
3219912,1367814,194123,prior,7,1,15,8.0
3342487,1469312,201484,prior,27,4,12,7.0
254817,239640,15448,prior,12,1,15,8.0
880084,324940,52886,prior,14,0,9,9.0
1975016,990373,118613,prior,3,4,19,6.0
2171729,3093851,130680,prior,12,1,16,6.0
2945032,3267607,177711,prior,17,4,23,2.0
2895110,2540484,174704,prior,4,4,21,4.0
2073282,3186056,124649,prior,30,6,16,6.0
657913,1914532,39632,prior,7,5,16,22.0
2627929,2473331,158218,prior,13,0,13,22.0
2240631,1680348,134952,prior,9,2,9,30.0
2781496,1202097,167697,prior,5,4,16,30.0
2060523,1059384,123878,train,6,4,17,30.0
705386,1105062,42493,prior,9,1,14,7.0
927931,406346,55668,prior,3,2,19,5.0
468638,1560581,28252,prior,8,3,8,2.0
978014,873956,58794,train,5,5,19,30.0
904120,1905894,54306,prior,4,5,10,1.0
916176,137835,54988,prior,7,1,11,6.0
744755,3122501,44836,prior,49,3,9,3.0
468547,1975257,28246,prior,3,4,13,15.0
1626173,3015599,97647,prior,9,3,14,30.0
3273189,2879853,197290,prior,31,0,8,8.0
1317427,1325495,79186,prior,8,0,12,2.0
2209932,2513737,133120,prior,3,2,14,5.0
1169923,2142086,70315,prior,2,0,15,30.0
1291151,928492,77638,prior,4,4,18,15.0
1251876,1138486,75295,prior,16,4,13,12.0
2474479,882156,148917,prior,46,3,7,2.0
3340334,2399002,201351,prior,20,6,12,6.0
606512,897108,36585,prior,42,0,22,3.0
2076375,2416328,124838,prior,20,5,5,3.0
2353613,1914024,141682,prior,34,4,11,3.0
3278721,1519876,197622,prior,5,6,9,30.0
3398772,2674509,204821,prior,6,1,15,15.0
2381346,3128004,143302,prior,15,3,18,6.0
3408636,3297236,205462,test,9,3,9,7.0
2511713,1165931,151224,prior,5,3,21,6.0
655770,3030088,39486,prior,26,6,15,7.0
197081,2648,11931,prior,9,4,16,17.0
2110831,1205961,126951,prior,6,4,10,30.0
2542083,1332616,152960,prior,8,5,17,21.0
2678371,849317,161283,prior,8,4,15,30.0
3175609,1858162,191488,prior,3,5,15,30.0
996473,2538625,59881,prior,27,3,14,1.0
1656127,869100,99439,prior,11,1,11,5.0
1173549,3324004,70532,prior,2,4,7,27.0
313021,2147786,18937,prior,10,2,13,14.0
1481348,159659,89030,test,5,1,9,30.0
3058449,3057694,184468,prior,24,1,20,5.0
2899518,2401925,174954,prior,3,1,22,3.0
509654,846345,30737,prior,54,1,14,1.0
3174301,1086090,191406,prior,14,4,8,1.0
845437,1319842,50794,train,13,2,21,27.0
1493797,3391561,89767,prior,6,2,3,23.0
416732,1173714,25096,prior,32,4,13,5.0
158285,1632166,9513,prior,24,3,10,2.0
2335216,1489465,140595,prior,27,0,16,5.0
2671122,2437634,160793,prior,6,1,16,15.0
3091596,2115873,186444,prior,3,3,12,9.0
780207,1776639,46908,prior,3,5,13,2.0
734654,683482,44213,prior,5,5,17,0.0
2198262,1782017,132341,prior,17,6,16,3.0
2780730,2185419,167653,prior,19,3,14,8.0
1124543,97289,67620,prior,2,1,19,30.0
1816189,1962090,109068,prior,4,2,16,19.0
2432690,3417632,146372,prior,15,1,9,8.0
40486,555886,2496,prior,29,1,9,9.0
1815106,1389333,109000,prior,3,0,14,0.0
17446,2560704,1075,prior,71,1,10,2.0
2809535,2709354,169512,prior,11,5,21,6.0
2641698,1905440,159038,test,21,0,10,8.0
3236339,1314300,195070,prior,33,5,15,7.0
478273,1787580,28830,prior,14,2,16,6.0
970256,1819935,58282,prior,20,3,17,3.0
2321342,2438017,139788,prior,15,1,9,7.0
2734542,2135550,164782,prior,14,1,13,11.0
1601225,1199016,96135,prior,3,6,20,14.0
1535373,2557300,92216,prior,7,3,17,4.0
3087522,766545,186209,prior,7,1,12,4.0
3364222,1368508,202786,prior,3,5,13,22.0
23478,1612782,1464,prior,2,2,14,1.0
2960057,417690,178642,prior,7,3,17,3.0
2996288,537133,180778,prior,12,0,14,9.0
1848826,2762531,110976,prior,8,4,10,30.0
3355203,2533637,202262,prior,31,0,16,14.0
921824,2981136,55306,prior,13,5,14,4.0
2946223,818935,177791,test,49,4,17,6.0
1908858,1672428,114617,prior,11,0,15,10.0
1988725,1926096,119443,prior,19,4,12,11.0
135157,2284187,8143,prior,20,0,15,12.0
884268,2739837,53125,prior,13,3,17,9.0
1247065,1558418,74969,prior,26,5,0,5.0
3353246,501442,202125,prior,15,4,8,5.0
98780,2020537,5970,prior,7,6,12,11.0
2160885,811017,129995,prior,18,6,14,3.0
1282431,774749,77131,prior,2,4,18,1.0
2653990,1769812,159753,prior,3,0,19,22.0
3012092,307870,181773,prior,20,2,15,12.0
235024,2109003,14263,prior,10,2,14,1.0
3113685,283430,187757,prior,4,2,10,5.0
2889795,2591817,174363,prior,5,1,19,12.0
2158910,1382725,129862,prior,21,6,8,21.0
1179162,1096270,70879,prior,4,2,8,7.0
775595,2832012,46607,prior,52,1,18,7.0
2097156,1028653,126093,prior,54,0,12,2.0
2560652,2589978,154093,prior,33,2,17,2.0
893285,458349,53650,prior,4,6,16,30.0
2353834,2555785,141701,prior,2,0,9,7.0
2936105,618996,177131,prior,8,0,15,15.0
1797169,161377,107941,prior,7,3,18,3.0
1170870,2179745,70377,prior,17,0,14,20.0
2341634,3128162,140969,prior,29,0,15,4.0
83709,422133,5122,prior,10,1,15,3.0
1646696,1207060,98874,prior,4,6,17,20.0
731924,2851358,44053,prior,28,6,19,3.0
3323706,2742108,200316,prior,95,1,11,1.0
3241345,3209138,195371,prior,67,6,9,3.0
3004400,1102268,181278,prior,74,6,8,2.0
744949,3005357,44847,prior,11,4,7,3.0
2971924,2164016,179366,prior,60,3,17,6.0
906602,2304268,54450,prior,7,1,6,8.0
160537,1455698,9658,prior,18,1,15,3.0
3018255,690165,182159,prior,10,0,9,8.0
1775877,2592356,106637,prior,23,1,15,1.0
2145453,1393803,129067,prior,5,2,18,8.0
992230,1765116,59625,prior,7,3,19,4.0
2472005,1141107,148762,prior,11,4,12,21.0
2099607,2711464,126249,prior,22,4,18,6.0
1519279,770952,91289,prior,72,5,11,3.0
1559207,735258,93644,prior,3,5,15,7.0
397078,328612,23863,prior,15,6,16,6.0
2091471,1008728,125750,prior,3,3,9,23.0
2117113,1296243,127311,prior,8,5,17,15.0
776745,1429693,46683,prior,22,1,16,5.0
42582,1156732,2617,test,9,5,10,30.0
2044607,1308716,122857,prior,12,2,13,7.0
2217969,1790779,133613,prior,4,3,16,19.0
1295861,2763538,77928,prior,29,2,14,9.0
5284,3316734,318,prior,3,1,15,17.0
2409392,2514188,144994,prior,8,3,10,12.0
2309336,3282043,139069,prior,30,2,16,2.0
465524,557853,28035,prior,17,0,10,25.0
1843146,3290643,110652,prior,34,2,15,8.0
1602560,1147505,96216,prior,30,3,15,4.0
22851,1451639,1424,prior,29,2,10,7.0
2917234,1069573,176002,prior,19,1,11,18.0
1195171,2210404,71839,prior,48,0,16,7.0
3035947,1950516,183163,prior,11,3,15,2.0
3016936,2842817,182070,prior,2,2,21,21.0
1290159,3152358,77578,prior,49,1,15,6.0
2761494,550147,166459,prior,15,0,21,13.0
3075518,658273,185489,prior,8,2,18,14.0
2421285,2055920,145685,prior,7,3,16,13.0
1344495,2047738,80791,prior,21,5,11,3.0
1057004,696085,63659,prior,17,4,19,10.0
1294032,3367134,77824,prior,10,5,13,4.0
948592,2419535,56899,prior,3,1,10,6.0
2191835,681426,131965,prior,7,3,8,30.0
1141577,1887335,68610,prior,86,0,13,6.0
2801545,326425,168999,prior,4,3,14,12.0
207305,2634007,12514,prior,12,6,15,7.0
1952172,916845,117201,prior,5,2,12,8.0
3053693,307480,184177,prior,38,1,13,5.0
1983354,1379721,119113,prior,33,6,13,13.0
1368605,875802,82256,prior,6,0,11,10.0
2704068,2636338,162866,train,41,5,10,4.0
967803,2468867,58104,prior,5,6,17,11.0
376314,2682998,22651,prior,8,5,16,12.0
2021352,430669,121428,prior,6,0,17,9.0
1602892,435623,96230,prior,57,4,16,2.0
1144814,556124,68810,prior,28,0,12,6.0
2172963,765469,130760,prior,8,2,16,10.0
1310201,2192508,78745,prior,2,3,14,30.0
1162613,1584809,69884,prior,35,2,11,7.0
3073718,3125380,185380,prior,5,0,8,3.0
1619497,274614,97243,prior,21,0,22,6.0
2394402,3008090,144079,prior,3,2,22,10.0
882712,2621003,53029,prior,2,0,18,15.0
34597,498504,2153,prior,6,6,20,5.0
2083240,149888,125263,prior,7,2,18,30.0
2387372,600746,143679,prior,9,3,12,8.0
3269727,1943948,197083,prior,5,2,12,30.0
1878922,1672573,112786,prior,9,2,12,9.0
3230949,178204,194763,prior,7,1,12,30.0
2033101,1971324,122140,prior,13,2,22,2.0
1420097,612617,85306,prior,32,1,13,12.0
1957909,63909,117571,prior,10,3,18,12.0
852675,2358241,51245,prior,21,5,18,2.0
1758109,3205528,105528,prior,12,2,16,28.0
20837,1035862,1288,prior,6,1,20,7.0
3336062,2656610,201102,prior,18,4,21,3.0
2660046,2534493,160121,prior,2,2,13,5.0
1482443,240341,89096,prior,10,3,13,5.0
2951226,958619,178091,prior,54,6,15,6.0
985733,1893878,59252,prior,22,1,17,22.0
324820,3183533,19666,prior,14,3,6,10.0
1911494,463646,114766,prior,8,5,13,4.0
1557708,2690235,93572,prior,2,6,19,8.0
63425,331114,3925,prior,3,0,10,7.0
2993308,2921074,180590,prior,3,5,12,3.0
1342395,2222907,80649,prior,2,6,12,12.0
2175983,281994,130958,prior,78,4,12,4.0
980736,1287240,58965,prior,78,2,16,1.0
1752175,778919,105171,prior,68,6,12,6.0
133295,573443,8055,prior,3,5,16,5.0
2920964,2404088,176228,prior,43,6,14,5.0
1075860,176942,64829,prior,33,0,9,6.0
371107,3034638,22374,prior,11,2,12,21.0
2246148,1575586,135268,prior,4,3,13,19.0
2232369,1541737,134478,prior,58,2,14,7.0
3246337,1479910,195665,prior,16,5,7,1.0
3413279,1878217,205747,prior,12,2,2,11.0
3271589,1964810,197191,prior,12,1,20,7.0
2054112,500880,123457,prior,6,1,17,27.0
3190723,831040,192378,prior,3,0,11,30.0
1408911,1528229,84638,prior,10,1,10,4.0
847783,2954007,50951,prior,26,6,21,4.0
3149207,2878928,189907,prior,23,3,13,18.0
1884944,269267,113151,prior,4,0,9,4.0
730431,2862925,43973,prior,2,3,18,5.0
1362240,599381,81851,prior,12,5,17,20.0
1561674,2855964,93814,prior,64,2,18,30.0
1748692,2882348,104980,prior,4,5,20,15.0
2205864,2519559,132851,prior,13,0,14,3.0
1418502,3153748,85203,prior,79,4,11,1.0
2348166,1516126,141359,prior,2,1,11,11.0
917582,1791294,55066,prior,23,2,11,15.0
2206068,2064197,132861,prior,18,6,15,26.0
1440437,2267080,86566,prior,8,5,10,11.0
2020855,849105,121394,prior,11,4,7,6.0
592652,2417476,35717,prior,31,2,9,12.0
2966181,2518834,179005,test,4,4,10,18.0
301286,2383977,18213,prior,11,1,13,2.0
1988283,2736632,119427,prior,40,2,17,6.0
415546,2379879,25021,prior,15,2,10,11.0
231770,2580842,14050,prior,9,1,14,17.0
1318265,704947,79238,prior,81,1,23,5.0
2904352,2772624,175250,prior,32,2,11,7.0
2516718,2128042,151475,prior,43,0,15,3.0
1213077,2158363,72951,prior,23,6,12,5.0
1076084,2215810,64841,prior,8,4,14,2.0
1771121,3028576,106343,prior,44,1,9,7.0
2866222,711043,172921,prior,3,3,21,19.0
2514334,2531898,151368,prior,20,4,17,0.0
2812081,3056913,169663,train,6,4,0,30.0
137639,3058949,8275,prior,8,6,11,8.0
801480,1759864,48195,prior,14,0,10,3.0
1098033,34785,66151,prior,6,2,10,22.0
152562,1340416,9174,prior,41,5,9,3.0
1362035,2582466,81837,prior,8,0,18,18.0
1598740,1165244,95991,prior,13,5,16,14.0
488292,2656623,29459,prior,26,5,9,30.0
2262236,2750659,136231,prior,5,4,15,26.0
1751542,90580,105145,prior,4,3,14,5.0
349712,2869264,21155,prior,24,6,10,6.0
598394,990234,36076,prior,29,0,15,19.0
982344,882003,59055,prior,52,6,17,7.0
3067789,214357,185033,prior,51,5,9,4.0
1251053,1369509,75228,prior,2,1,10,8.0
91982,1465313,5566,prior,3,4,12,30.0
2399404,3375984,144386,train,11,1,10,30.0
973502,2533764,58497,prior,8,4,14,13.0
123484,2189873,7440,prior,39,0,22,4.0
3136961,3041303,189116,prior,26,2,12,4.0
344031,3395787,20822,prior,38,2,18,1.0
2047763,3135490,123053,prior,21,3,12,8.0
2577067,1378291,155082,prior,25,1,10,5.0
2067382,2283769,124280,train,51,0,21,20.0
3279980,1357579,197695,prior,22,1,14,12.0
3268233,2267235,196984,prior,37,3,18,5.0
1171309,1240300,70403,prior,6,4,20,13.0
2149919,3226714,129317,prior,6,3,14,10.0
2663915,2959597,160358,prior,10,4,1,10.0
794730,987283,47792,prior,3,6,12,12.0
1935171,3048265,116228,prior,7,1,9,1.0
170199,2373416,10271,prior,10,6,15,30.0
2650786,1889247,159570,prior,4,4,7,8.0
349783,3190486,21158,prior,24,4,16,19.0
1410075,2663625,84715,prior,65,4,14,5.0
2810167,2926804,169558,train,33,2,13,0.0
2634015,1513401,158588,prior,2,2,15,30.0
1574045,525064,94550,prior,15,6,19,5.0
1119941,65061,67382,prior,13,0,14,2.0
1933895,3389349,116148,train,18,1,17,14.0
2114074,358448,127139,prior,2,2,14,30.0
3272007,2065554,197215,prior,18,4,14,1.0
954844,1806955,57281,prior,51,4,14,4.0
1696295,2989589,101797,prior,65,0,17,5.0
3329644,3016737,200706,prior,2,1,11,2.0
1473809,1544265,88560,prior,2,5,20,22.0
3231865,1162027,194826,prior,26,6,13,12.0
2069378,1088276,124404,prior,4,6,11,12.0
3127818,1489398,188568,prior,7,6,15,30.0
1606273,121257,96433,prior,2,1,8,24.0
3282168,800922,197815,prior,12,0,12,30.0
153453,1802131,9230,prior,10,6,19,13.0
2005022,3235346,120488,prior,42,0,8,2.0
1080702,2437873,65122,prior,8,3,16,7.0
1220507,1212496,73384,prior,13,3,21,30.0
387241,2757071,23266,prior,11,0,20,7.0
1532824,62187,92059,prior,34,0,15,10.0
742034,1100022,44688,prior,4,3,16,14.0
1122508,851497,67508,prior,13,3,11,5.0
431793,2461949,25948,train,6,0,14,14.0
242388,369983,14671,prior,37,6,16,4.0
310463,303746,18772,prior,5,1,13,30.0
2738799,1720801,165005,prior,66,6,8,2.0
1738568,626184,104372,prior,6,5,15,2.0
767399,2848726,46131,test,15,3,8,9.0
2517544,586532,151528,prior,21,0,18,8.0
1723995,2082657,103507,prior,24,1,14,5.0
2283248,277615,137517,prior,9,5,16,3.0
2567941,2618907,154508,prior,22,2,9,6.0
413200,293348,24870,prior,6,4,7,6.0
3160482,52716,190546,prior,37,2,16,7.0
2598998,2271225,156457,prior,2,6,16,14.0
1209732,129471,72738,prior,7,6,9,17.0
1587862,2762875,95339,prior,13,6,10,17.0
492671,301794,29727,prior,2,1,15,7.0
3349030,2071608,201867,prior,39,3,18,7.0
1135872,22539,68275,prior,7,1,15,27.0
849432,2609515,51071,prior,10,5,18,4.0
2549785,2273428,153426,prior,19,4,9,8.0
28917,657398,1780,prior,2,0,20,12.0
3410779,434325,205588,prior,16,2,10,18.0
2564399,328929,154316,prior,8,5,8,16.0
1061214,1601895,63901,prior,9,6,22,6.0
1513913,1486610,90996,prior,40,0,11,2.0
183054,3223025,11061,prior,11,1,9,30.0
1339320,3403298,80450,prior,32,3,12,7.0
3208471,226934,193445,prior,4,6,7,16.0
2725984,1237898,164196,prior,12,2,2,2.0
2888339,3021386,174283,prior,28,3,15,4.0
2055518,631692,123529,prior,29,2,18,24.0
2251231,1925001,135579,prior,15,2,23,2.0
190816,2944610,11551,prior,3,1,2,30.0
890932,1928250,53528,prior,7,4,14,15.0
3361633,1389957,202623,prior,22,1,10,3.0
959602,572265,57601,prior,35,5,15,4.0
1844046,2221543,110701,prior,17,6,16,13.0
2148819,476040,129260,prior,17,6,9,6.0
863252,1350338,51867,prior,65,0,19,2.0
2487345,2684640,149715,prior,9,0,18,3.0
2992399,1566691,180536,prior,23,2,16,3.0
1534382,2167235,92158,prior,24,2,17,1.0
2226768,1204388,134147,prior,7,6,15,13.0
3137677,1932634,189170,prior,26,5,12,7.0
14555,2459836,906,prior,3,5,15,30.0
2779785,2551668,167591,prior,10,0,16,5.0
564753,2809381,34020,prior,33,1,9,6.0
